created_at,entry_id,field1,field2
2017-03-11 22:47:09 UTC,518,35.1,23.3
2017-03-11 23:02:09 UTC,519,36.0,23.0
2017-03-11 23:17:09 UTC,520,36.5,22.8
2017-03-11 23:32:09 UTC,521,36.8,22.6
2017-03-11 23:47:09 UTC,522,36.9,22.5
2017-03-12 00:02:09 UTC,523,37.0,22.4
2017-03-12 00:17:09 UTC,524,36.9,22.3
2017-03-12 00:32:09 UTC,525,37.0,22.2
2017-03-12 00:47:09 UTC,526,37.0,22.2
2017-03-12 01:02:09 UTC,527,37.0,22.1
2017-03-12 01:17:09 UTC,528,37.1,22.0
2017-03-12 01:32:09 UTC,529,37.0,22.0
2017-03-12 01:47:09 UTC,530,37.1,21.9
2017-03-12 02:02:09 UTC,531,36.9,21.9
2017-03-12 02:17:09 UTC,532,36.8,21.8
2017-03-12 02:32:09 UTC,533,36.8,21.8
2017-03-12 02:47:09 UTC,534,36.6,21.7
2017-03-12 03:02:09 UTC,535,36.7,21.7
2017-03-12 03:17:09 UTC,536,36.7,21.6
2017-03-12 03:32:09 UTC,537,36.7,21.5
2017-03-12 03:47:09 UTC,538,36.7,21.5
2017-03-12 04:02:09 UTC,539,36.7,21.4
2017-03-12 04:17:09 UTC,540,36.6,21.4
2017-03-12 04:32:09 UTC,541,36.6,21.3
2017-03-12 04:47:09 UTC,542,36.5,21.3
2017-03-12 05:02:09 UTC,543,36.4,21.3
2017-03-12 05:17:09 UTC,544,33.8,21.2
2017-03-12 05:32:09 UTC,545,34.0,21.1
2017-03-12 05:47:09 UTC,546,30.8,21.6
2017-03-12 06:02:09 UTC,547,29.8,21.5
2017-03-12 06:17:09 UTC,548,29.3,21.8
2017-03-12 06:32:09 UTC,549,30.5,22.0
2017-03-12 06:47:09 UTC,550,33.2,22.1
2017-03-12 07:02:09 UTC,551,35.9,22.3
2017-03-12 07:17:09 UTC,552,37.5,22.4
2017-03-12 07:32:09 UTC,553,38.4,22.6
2017-03-12 07:47:09 UTC,554,39.4,22.7
2017-03-12 08:02:09 UTC,555,39.1,22.8
2017-03-12 08:17:09 UTC,556,36.6,22.8
2017-03-12 08:32:09 UTC,557,37.6,22.8
2017-03-12 08:47:09 UTC,558,37.4,22.9
2017-03-12 09:02:09 UTC,559,36.5,22.9
2017-03-12 09:17:09 UTC,560,37.4,23.0
2017-03-12 09:32:09 UTC,561,38.1,23.0
2017-03-12 09:47:09 UTC,562,37.8,23.0
2017-03-12 10:02:09 UTC,563,36.9,23.1
2017-03-12 10:17:09 UTC,564,37.1,23.1
2017-03-12 10:32:09 UTC,565,37.5,23.1
2017-03-12 10:47:09 UTC,566,37.8,23.2
2017-03-12 11:02:09 UTC,567,37.7,23.2
2017-03-12 11:17:09 UTC,568,37.3,23.3
2017-03-12 11:32:09 UTC,569,37.0,23.3
2017-03-12 11:47:09 UTC,570,37.6,23.3
2017-03-12 12:02:09 UTC,571,37.9,23.3
2017-03-12 12:17:09 UTC,572,38.2,23.3
2017-03-12 12:32:09 UTC,573,38.2,23.4
2017-03-12 12:47:09 UTC,574,38.2,23.4
2017-03-12 13:02:09 UTC,575,37.9,23.4
2017-03-12 13:17:09 UTC,576,38.3,23.4
2017-03-12 13:32:09 UTC,577,38.6,23.5
2017-03-12 13:47:09 UTC,578,38.3,23.5
2017-03-12 14:02:09 UTC,579,37.9,23.5
2017-03-12 14:17:09 UTC,580,37.6,23.6
2017-03-12 14:32:09 UTC,581,37.6,23.6
2017-03-12 14:47:09 UTC,582,37.6,23.6
2017-03-12 15:02:09 UTC,583,37.8,23.7
2017-03-12 15:17:09 UTC,584,37.6,23.7
2017-03-12 15:32:09 UTC,585,37.3,23.7
2017-03-12 15:47:09 UTC,586,37.0,23.7
2017-03-12 16:02:09 UTC,587,37.1,23.7
2017-03-12 16:17:09 UTC,588,37.8,23.7
2017-03-12 16:32:09 UTC,589,38.0,23.8
2017-03-12 16:47:09 UTC,590,37.3,23.8
2017-03-12 17:02:09 UTC,591,36.8,23.8
2017-03-12 17:17:09 UTC,592,36.8,23.8
2017-03-12 17:32:09 UTC,593,36.9,23.8
2017-03-12 17:47:09 UTC,594,36.9,23.8
2017-03-12 18:02:09 UTC,595,37.0,23.8
2017-03-12 18:17:09 UTC,596,36.6,23.8
2017-03-12 18:32:09 UTC,597,36.3,23.8
2017-03-12 18:47:09 UTC,598,36.7,23.8
2017-03-12 19:02:09 UTC,599,36.9,23.7
2017-03-12 19:17:09 UTC,600,37.1,23.8
2017-03-12 19:32:09 UTC,601,37.3,23.8
2017-03-12 19:47:09 UTC,602,36.7,23.8
2017-03-12 20:02:09 UTC,603,36.0,23.7
2017-03-12 20:17:09 UTC,604,37.2,23.8
2017-03-12 20:32:09 UTC,605,38.0,23.8
2017-03-12 20:47:09 UTC,606,36.7,23.8
2017-03-12 21:02:09 UTC,607,36.6,23.7
2017-03-12 21:17:09 UTC,608,37.3,23.6
2017-03-12 21:32:09 UTC,609,37.7,23.5
2017-03-12 21:47:09 UTC,610,36.8,23.6
2017-03-12 22:02:09 UTC,611,36.6,23.5
2017-03-12 22:17:09 UTC,612,37.0,23.6
2017-03-12 22:32:09 UTC,613,38.0,23.6
2017-03-12 22:47:09 UTC,614,35.8,23.3
2017-03-12 23:02:09 UTC,615,36.6,23.0
2017-03-12 23:17:09 UTC,616,37.0,22.8
2017-03-12 23:32:09 UTC,617,37.0,22.6
2017-03-12 23:47:09 UTC,618,37.1,22.5
2017-03-13 00:02:09 UTC,619,37.1,22.4
2017-03-13 00:17:09 UTC,620,37.0,22.3
2017-03-13 00:32:09 UTC,621,37.1,22.2
2017-03-13 00:47:09 UTC,622,37.0,22.1
2017-03-13 01:02:09 UTC,623,37.0,22.1
2017-03-13 01:17:09 UTC,624,37.0,22.0
2017-03-13 01:32:09 UTC,625,36.9,21.9
2017-03-13 01:47:09 UTC,626,36.8,21.9
2017-03-13 02:02:09 UTC,627,36.8,21.8
2017-03-13 02:17:09 UTC,628,36.8,21.8
2017-03-13 02:32:09 UTC,629,36.6,21.7
2017-03-13 02:47:09 UTC,630,36.7,21.7
2017-03-13 03:02:09 UTC,631,36.7,21.6
2017-03-13 03:17:09 UTC,632,36.7,21.6
2017-03-13 03:32:09 UTC,633,36.7,21.5
2017-03-13 03:47:09 UTC,634,36.7,21.4
2017-03-13 04:02:09 UTC,635,36.5,21.4
2017-03-13 04:17:09 UTC,636,36.5,21.3
2017-03-13 04:32:09 UTC,637,36.4,21.3
2017-03-13 04:47:09 UTC,638,36.4,21.3
2017-03-13 05:02:09 UTC,639,36.4,21.2
2017-03-13 05:17:09 UTC,640,33.7,21.1
2017-03-13 05:32:09 UTC,641,32.9,21.1
2017-03-13 05:47:09 UTC,642,30.2,21.6
2017-03-13 06:02:09 UTC,643,28.8,21.5
2017-03-13 06:17:09 UTC,644,28.2,21.7
2017-03-13 06:32:09 UTC,645,29.6,21.9
2017-03-13 06:47:09 UTC,646,32.2,22.1
2017-03-13 07:02:09 UTC,647,29.6,20.0
2017-03-13 07:17:09 UTC,648,33.8,21.5
2017-03-13 07:32:09 UTC,649,37.1,22.0
2017-03-13 07:47:09 UTC,650,38.2,22.2
2017-03-13 08:02:09 UTC,651,39.0,22.4
2017-03-13 08:17:09 UTC,652,38.1,22.6
2017-03-13 08:32:09 UTC,653,36.8,22.8
2017-03-13 08:47:09 UTC,654,37.2,22.9
2017-03-13 09:02:09 UTC,655,36.7,22.8
2017-03-13 09:17:09 UTC,656,34.4,22.7
2017-03-13 09:32:09 UTC,657,35.8,22.9
2017-03-13 09:47:09 UTC,658,36.9,23.0
2017-03-13 10:02:09 UTC,659,37.4,23.1
2017-03-13 10:17:09 UTC,660,36.9,23.2
2017-03-13 10:32:09 UTC,661,36.2,23.2
2017-03-13 10:47:09 UTC,662,37.5,23.3
2017-03-13 11:02:09 UTC,663,38.9,23.5
2017-03-13 11:17:09 UTC,664,37.4,23.5
2017-03-13 11:32:09 UTC,665,36.4,23.6
2017-03-13 11:47:09 UTC,666,34.2,23.0
2017-03-13 12:02:09 UTC,667,34.2,22.9
2017-03-13 12:17:09 UTC,668,32.5,22.8
2017-03-13 12:32:09 UTC,669,31.8,22.7
2017-03-13 12:47:09 UTC,670,32.3,22.7
2017-03-13 13:02:09 UTC,671,34.3,23.0
2017-03-13 13:17:09 UTC,672,36.5,23.2
2017-03-13 13:32:09 UTC,673,36.8,23.3
2017-03-13 13:47:09 UTC,674,34.1,23.2
2017-03-13 14:02:09 UTC,675,33.2,23.2
2017-03-13 14:17:09 UTC,676,33.6,23.1
2017-03-13 14:32:09 UTC,677,33.4,23.1
2017-03-13 14:47:09 UTC,678,32.1,23.2
2017-03-13 15:02:09 UTC,679,32.9,23.2
2017-03-13 15:17:09 UTC,680,35.0,23.4
2017-03-13 15:32:09 UTC,681,36.8,23.6
2017-03-13 15:47:09 UTC,682,37.0,23.6
2017-03-13 16:02:09 UTC,683,36.5,23.8
2017-03-13 16:17:09 UTC,684,35.0,23.6
2017-03-13 16:32:09 UTC,685,34.0,23.5
2017-03-13 16:47:09 UTC,686,33.6,23.5
2017-03-13 17:02:09 UTC,687,33.6,23.5
2017-03-13 17:17:09 UTC,688,33.7,23.4
2017-03-13 17:32:09 UTC,689,33.2,23.1
2017-03-13 17:47:09 UTC,690,34.8,22.9
2017-03-13 18:02:09 UTC,691,35.7,22.8
2017-03-13 18:17:09 UTC,692,36.9,22.6
2017-03-13 18:32:09 UTC,693,36.3,22.8
2017-03-13 18:47:09 UTC,694,35.7,23.0
2017-03-13 19:02:09 UTC,695,35.5,23.0
2017-03-13 19:17:09 UTC,696,35.8,23.0
2017-03-13 19:32:09 UTC,697,36.2,22.8
2017-03-13 19:47:09 UTC,698,35.7,22.9
2017-03-13 20:02:09 UTC,699,35.5,23.0
2017-03-13 20:17:09 UTC,700,36.2,23.0
2017-03-13 20:32:09 UTC,701,36.6,22.9
2017-03-13 20:47:09 UTC,702,36.0,22.9
2017-03-13 21:02:09 UTC,703,35.5,22.9
2017-03-13 21:17:09 UTC,704,37.2,23.0
2017-03-13 21:32:09 UTC,705,37.8,23.0
2017-03-13 21:47:09 UTC,706,37.1,23.0
2017-03-13 22:02:09 UTC,707,36.2,22.9
2017-03-13 22:17:09 UTC,708,36.6,22.9
2017-03-13 22:32:09 UTC,709,37.0,23.0
2017-03-13 22:47:09 UTC,710,36.2,22.9
2017-03-13 23:02:09 UTC,711,36.8,22.5
2017-03-13 23:17:09 UTC,712,36.8,22.5
2017-03-13 23:32:09 UTC,713,36.8,22.3
2017-03-13 23:47:09 UTC,714,36.9,22.2
2017-03-14 00:02:09 UTC,715,37.1,22.1
2017-03-14 00:17:09 UTC,716,37.2,22.0
2017-03-14 00:32:09 UTC,717,37.2,21.9
2017-03-14 00:47:09 UTC,718,37.2,21.9
2017-03-14 01:02:09 UTC,719,37.2,21.8
2017-03-14 01:17:09 UTC,720,37.3,21.7
2017-03-14 01:32:09 UTC,721,37.1,21.7
2017-03-14 01:47:09 UTC,722,37.1,21.6
2017-03-14 02:02:09 UTC,723,37.1,21.6
2017-03-14 02:17:09 UTC,724,37.0,21.6
2017-03-14 02:32:09 UTC,725,37.0,21.5
2017-03-14 02:47:09 UTC,726,37.2,21.4
2017-03-14 03:02:09 UTC,727,37.2,21.4
2017-03-14 03:17:09 UTC,728,37.1,21.3
2017-03-14 03:32:09 UTC,729,37.1,21.3
2017-03-14 03:47:09 UTC,730,37.1,21.2
2017-03-14 04:02:09 UTC,731,37.1,21.2
2017-03-14 04:17:09 UTC,732,37.1,21.2
2017-03-14 04:32:09 UTC,733,37.1,21.2
2017-03-14 04:47:09 UTC,734,37.0,21.1
2017-03-14 05:02:09 UTC,735,36.9,21.1
2017-03-14 05:17:09 UTC,736,35.3,21.0
2017-03-14 05:32:09 UTC,737,34.2,21.0
2017-03-14 05:47:09 UTC,738,33.0,21.2
2017-03-14 06:02:09 UTC,739,31.9,21.3
2017-03-14 06:17:09 UTC,740,31.8,21.5
2017-03-14 06:32:09 UTC,741,33.2,21.5
2017-03-14 06:47:09 UTC,742,35.5,21.8
2017-03-14 07:02:09 UTC,743,38.7,22.0
2017-03-14 07:17:09 UTC,744,39.2,22.1
2017-03-14 07:32:09 UTC,745,40.9,22.4
2017-03-14 07:47:09 UTC,746,39.0,22.5
2017-03-14 08:02:09 UTC,747,37.1,22.5
2017-03-14 08:17:09 UTC,748,38.6,22.5
2017-03-14 08:32:09 UTC,749,38.2,22.7
2017-03-14 08:47:09 UTC,750,38.0,22.7
2017-03-14 09:02:09 UTC,751,37.0,22.8
2017-03-14 09:17:09 UTC,752,35.7,23.0
2017-03-14 09:32:09 UTC,753,35.0,23.1
2017-03-14 09:47:09 UTC,754,34.3,23.0
2017-03-14 10:02:09 UTC,755,33.3,23.0
2017-03-14 10:17:09 UTC,756,33.1,23.0
2017-03-14 10:32:09 UTC,757,33.9,22.9
2017-03-14 10:47:09 UTC,758,36.2,23.2
2017-03-14 11:02:09 UTC,759,38.8,23.4
2017-03-14 11:17:09 UTC,760,40.1,23.5
2017-03-14 11:32:09 UTC,761,37.6,23.2
2017-03-14 11:47:09 UTC,762,38.4,23.3
2017-03-14 12:02:09 UTC,763,37.7,23.4
2017-03-14 12:17:09 UTC,764,32.9,22.9
2017-03-14 12:32:09 UTC,765,34.0,22.3
2017-03-14 12:47:09 UTC,766,35.8,22.9
2017-03-14 13:02:09 UTC,767,37.1,23.1
2017-03-14 13:17:09 UTC,768,37.1,23.2
2017-03-14 13:32:09 UTC,769,35.1,23.1
2017-03-14 13:47:09 UTC,770,36.3,23.4
2017-03-14 14:02:09 UTC,771,38.1,23.2
2017-03-14 14:17:09 UTC,772,39.4,23.1
2017-03-14 14:32:09 UTC,773,38.7,23.1
2017-03-14 14:47:09 UTC,774,38.3,23.0
2017-03-14 15:02:09 UTC,775,39.0,23.1
2017-03-14 15:17:09 UTC,776,39.4,23.0
2017-03-14 15:32:09 UTC,777,39.7,22.9
2017-03-14 15:47:09 UTC,778,39.5,22.8
2017-03-14 16:02:09 UTC,779,38.4,22.6
2017-03-14 16:17:09 UTC,780,38.5,22.5
2017-03-14 16:32:09 UTC,781,38.7,22.5
2017-03-14 16:47:09 UTC,782,38.1,22.4
2017-03-14 17:02:09 UTC,783,38.2,22.3
2017-03-14 17:17:09 UTC,784,38.6,22.2
2017-03-14 17:32:09 UTC,785,38.4,22.2
2017-03-14 17:47:09 UTC,786,38.8,22.2
2017-03-14 18:02:09 UTC,787,39.2,22.1
2017-03-14 18:17:09 UTC,788,39.3,22.0
2017-03-14 18:32:09 UTC,789,38.9,21.9
2017-03-14 18:47:09 UTC,790,38.2,22.2
2017-03-14 19:02:09 UTC,791,38.5,22.5
2017-03-14 19:17:09 UTC,792,38.3,22.5
2017-03-14 19:32:09 UTC,793,37.1,22.6
2017-03-14 19:47:09 UTC,794,36.7,22.7
2017-03-14 20:02:09 UTC,795,37.5,22.8
2017-03-14 20:17:09 UTC,796,37.8,22.8
2017-03-14 20:32:09 UTC,797,37.0,22.8
2017-03-14 20:47:09 UTC,798,36.3,22.9
2017-03-14 21:02:09 UTC,799,36.5,22.9
2017-03-14 21:17:09 UTC,800,37.3,23.0
2017-03-14 21:32:09 UTC,801,37.9,23.0
2017-03-14 21:47:09 UTC,802,37.5,23.1
2017-03-14 22:02:09 UTC,803,36.4,23.1
2017-03-14 22:17:09 UTC,804,36.6,23.1
2017-03-14 22:32:09 UTC,805,37.0,23.1
2017-03-14 22:47:09 UTC,806,36.2,22.9
2017-03-14 23:02:09 UTC,807,36.7,22.6
2017-03-14 23:17:09 UTC,808,37.1,22.4
2017-03-14 23:32:09 UTC,809,37.4,22.2
2017-03-14 23:47:09 UTC,810,37.3,22.1
2017-03-15 00:02:09 UTC,811,37.4,22.0
2017-03-15 00:17:09 UTC,812,37.3,21.9
2017-03-15 00:32:09 UTC,813,37.4,21.9
2017-03-15 00:47:09 UTC,814,37.5,21.8
2017-03-15 01:02:09 UTC,815,37.5,21.7
2017-03-15 01:17:09 UTC,816,37.4,21.7
2017-03-15 01:32:09 UTC,817,37.4,21.6
2017-03-15 01:47:09 UTC,818,37.5,21.5
2017-03-15 02:02:09 UTC,819,37.5,21.5
2017-03-15 02:17:09 UTC,820,37.5,21.5
2017-03-15 02:32:09 UTC,821,37.4,21.4
2017-03-15 02:47:09 UTC,822,37.5,21.4
2017-03-15 03:02:09 UTC,823,37.4,21.4
2017-03-15 03:17:09 UTC,824,37.4,21.4
2017-03-15 03:32:09 UTC,825,37.5,21.3
2017-03-15 03:47:09 UTC,826,37.6,21.3
2017-03-15 04:02:09 UTC,827,37.6,21.2
2017-03-15 04:17:09 UTC,828,37.6,21.2
2017-03-15 04:32:09 UTC,829,37.6,21.2
2017-03-15 04:47:09 UTC,830,37.8,21.2
2017-03-15 05:02:09 UTC,831,37.7,21.2
2017-03-15 05:17:09 UTC,832,38.0,21.0
2017-03-15 05:32:09 UTC,833,37.9,21.0
2017-03-15 05:47:09 UTC,834,37.3,21.2
2017-03-15 06:02:09 UTC,835,37.1,21.4
2017-03-15 06:17:09 UTC,836,36.6,21.7
2017-03-15 06:32:09 UTC,837,37.8,21.9
2017-03-15 06:47:09 UTC,838,40.6,21.8
2017-03-15 07:02:09 UTC,839,42.3,21.9
2017-03-15 07:17:09 UTC,840,39.3,21.9
2017-03-15 07:32:09 UTC,841,38.6,22.1
2017-03-15 07:47:09 UTC,842,37.7,22.2
2017-03-15 08:02:09 UTC,843,37.3,22.1
2017-03-15 08:17:09 UTC,844,37.9,22.3
2017-03-15 08:32:09 UTC,845,38.6,22.3
2017-03-15 08:47:09 UTC,846,38.7,22.4
2017-03-15 09:02:09 UTC,847,38.2,22.4
2017-03-15 09:17:09 UTC,848,37.3,22.1
2017-03-15 09:32:09 UTC,849,38.2,22.3
2017-03-15 09:47:09 UTC,850,38.8,22.6
2017-03-15 10:02:09 UTC,851,38.6,22.8
2017-03-15 10:17:09 UTC,852,38.4,23.0
2017-03-15 10:32:09 UTC,853,39.0,23.1
2017-03-15 10:47:09 UTC,854,39.4,23.2
2017-03-15 11:02:09 UTC,855,39.6,23.3
2017-03-15 11:17:09 UTC,856,39.1,23.4
2017-03-15 11:32:09 UTC,857,38.4,23.5
2017-03-15 11:47:09 UTC,858,38.2,23.5
2017-03-15 12:02:09 UTC,859,36.5,22.6
2017-03-15 12:17:09 UTC,860,36.3,21.4
2017-03-15 12:32:09 UTC,861,36.1,22.5
2017-03-15 12:47:09 UTC,862,36.5,22.8
2017-03-15 13:02:09 UTC,863,36.6,22.8
2017-03-15 13:17:09 UTC,864,36.5,22.9
2017-03-15 13:32:09 UTC,865,35.7,23.0
2017-03-15 13:47:09 UTC,866,35.4,23.0
2017-03-15 14:02:09 UTC,867,35.4,23.2
2017-03-15 14:17:09 UTC,868,35.3,23.0
2017-03-15 14:32:09 UTC,869,34.4,23.1
2017-03-15 14:47:09 UTC,870,34.0,23.0
2017-03-15 15:02:09 UTC,871,33.5,23.0
2017-03-15 15:17:09 UTC,872,33.2,23.0
2017-03-15 15:32:09 UTC,873,32.8,23.0
2017-03-15 15:47:09 UTC,874,32.6,23.0
2017-03-15 16:02:09 UTC,875,32.4,23.0
2017-03-15 16:17:09 UTC,876,32.0,23.1
2017-03-15 16:32:09 UTC,877,32.7,23.0
2017-03-15 16:47:09 UTC,878,31.9,22.9
2017-03-15 17:02:09 UTC,879,30.3,23.1
2017-03-15 17:17:09 UTC,880,29.7,23.1
2017-03-15 17:32:09 UTC,881,29.6,23.1
2017-03-15 17:47:09 UTC,882,28.9,23.2
2017-03-15 18:02:09 UTC,883,29.2,23.2
2017-03-15 18:17:09 UTC,884,29.7,23.2
2017-03-15 18:32:09 UTC,885,31.6,23.2
2017-03-15 18:47:09 UTC,886,33.9,23.3
2017-03-15 19:02:09 UTC,887,37.5,23.1
2017-03-15 19:17:09 UTC,888,39.1,22.9
2017-03-15 19:32:09 UTC,889,36.3,22.6
2017-03-15 19:47:09 UTC,890,36.9,22.5
2017-03-15 20:02:09 UTC,891,36.5,22.9
2017-03-15 20:17:09 UTC,892,35.3,23.0
2017-03-15 20:32:09 UTC,893,35.3,23.2
2017-03-15 20:47:09 UTC,894,35.9,23.2
2017-03-15 21:02:09 UTC,895,36.1,23.1
2017-03-15 21:17:09 UTC,896,35.7,22.9
2017-03-15 21:32:09 UTC,897,36.0,23.1
2017-03-15 21:47:09 UTC,898,35.9,23.2
2017-03-15 22:02:09 UTC,899,35.4,23.2
2017-03-15 22:17:09 UTC,900,35.5,23.0
2017-03-15 22:32:09 UTC,901,36.4,23.1
2017-03-15 22:47:09 UTC,902,35.0,22.9
2017-03-15 23:02:09 UTC,903,35.6,22.7
2017-03-15 23:17:09 UTC,904,35.9,22.5
2017-03-15 23:32:09 UTC,905,36.1,22.5
2017-03-15 23:47:09 UTC,906,36.4,22.3
2017-03-16 00:02:09 UTC,907,36.5,22.1
2017-03-16 00:17:09 UTC,908,36.5,22.0
2017-03-16 00:32:09 UTC,909,36.6,21.9
2017-03-16 00:47:09 UTC,910,36.5,21.9
2017-03-16 01:02:09 UTC,911,36.6,21.8
2017-03-16 01:17:09 UTC,912,36.6,21.8
2017-03-16 01:32:09 UTC,913,36.6,21.7
2017-03-16 01:47:09 UTC,914,36.5,21.6
2017-03-16 02:02:09 UTC,915,36.5,21.6
2017-03-16 02:17:09 UTC,916,36.6,21.5
2017-03-16 02:32:09 UTC,917,36.6,21.5
2017-03-16 02:47:09 UTC,918,36.6,21.4
2017-03-16 03:02:09 UTC,919,36.7,21.4
2017-03-16 03:17:09 UTC,920,36.6,21.3
2017-03-16 03:32:09 UTC,921,36.6,21.3
2017-03-16 03:47:09 UTC,922,36.6,21.3
2017-03-16 04:02:09 UTC,923,36.6,21.2
2017-03-16 04:17:09 UTC,924,36.6,21.2
2017-03-16 04:32:09 UTC,925,36.5,21.1
2017-03-16 04:47:09 UTC,926,36.6,21.1
2017-03-16 05:02:09 UTC,927,36.5,21.1
2017-03-16 05:17:09 UTC,928,34.9,21.0
2017-03-16 05:32:09 UTC,929,33.4,20.9
2017-03-16 05:47:09 UTC,930,32.0,21.2
2017-03-16 06:02:09 UTC,931,30.8,21.3
2017-03-16 06:17:09 UTC,932,30.2,21.6
2017-03-16 06:32:09 UTC,933,31.7,21.9
2017-03-16 06:47:09 UTC,934,30.8,19.3
2017-03-16 07:02:09 UTC,935,35.3,21.1
2017-03-16 07:17:09 UTC,936,39.1,21.7
2017-03-16 07:32:09 UTC,937,39.2,21.9
2017-03-16 07:47:09 UTC,938,35.7,22.1
2017-03-16 08:02:09 UTC,939,37.9,22.3
2017-03-16 08:17:09 UTC,940,38.0,22.4
2017-03-16 08:32:09 UTC,941,36.6,22.6
2017-03-16 08:47:09 UTC,942,37.2,22.6
2017-03-16 09:02:09 UTC,943,37.8,22.8
2017-03-16 09:17:09 UTC,944,36.5,22.8
2017-03-16 09:32:09 UTC,945,37.3,22.9
2017-03-16 09:47:09 UTC,946,37.7,23.0
2017-03-16 10:02:09 UTC,947,37.2,23.0
2017-03-16 10:17:09 UTC,948,37.1,22.9
2017-03-16 10:32:09 UTC,949,37.7,23.1
2017-03-16 10:47:09 UTC,950,37.1,23.0
2017-03-16 11:02:09 UTC,951,35.9,22.9
2017-03-16 11:17:09 UTC,952,35.8,22.9
2017-03-16 11:32:09 UTC,953,35.9,23.0
2017-03-16 11:47:09 UTC,954,35.2,22.9
2017-03-16 12:02:09 UTC,955,34.3,22.9
2017-03-16 12:17:09 UTC,956,33.6,22.8
2017-03-16 12:32:09 UTC,957,33.9,22.9
2017-03-16 12:47:09 UTC,958,31.5,22.6
2017-03-16 13:02:09 UTC,959,33.0,22.8
2017-03-16 13:17:09 UTC,960,33.1,22.8
2017-03-16 13:32:09 UTC,961,33.2,22.8
2017-03-16 13:47:09 UTC,962,32.9,23.0
2017-03-16 14:02:09 UTC,963,33.6,23.1
2017-03-16 14:17:09 UTC,964,33.7,23.2
2017-03-16 14:32:09 UTC,965,33.1,23.2
2017-03-16 14:47:09 UTC,966,34.0,23.2
2017-03-16 15:02:09 UTC,967,34.4,23.3
2017-03-16 15:17:09 UTC,968,34.2,23.3
2017-03-16 15:32:09 UTC,969,33.0,23.3
2017-03-16 15:47:09 UTC,970,33.0,23.3
2017-03-16 16:02:09 UTC,971,34.0,23.2
2017-03-16 16:17:09 UTC,972,33.7,23.2
2017-03-16 16:32:09 UTC,973,32.8,23.1
2017-03-16 16:47:09 UTC,974,32.5,23.2
2017-03-16 17:02:09 UTC,975,32.9,23.2
2017-03-16 17:17:09 UTC,976,33.1,23.2
2017-03-16 17:32:09 UTC,977,33.3,23.2
2017-03-16 17:47:09 UTC,978,33.4,23.2
2017-03-16 18:02:09 UTC,979,33.5,23.3
2017-03-16 18:17:09 UTC,980,34.1,23.3
2017-03-16 18:32:09 UTC,981,34.9,23.3
2017-03-16 18:47:09 UTC,982,34.1,23.3
2017-03-16 19:02:09 UTC,983,34.1,23.3
2017-03-16 19:17:09 UTC,984,34.9,23.3
2017-03-16 19:32:09 UTC,985,34.8,23.4
2017-03-16 19:47:09 UTC,986,34.0,23.4
2017-03-16 20:02:09 UTC,987,34.6,23.3
2017-03-16 20:17:09 UTC,988,35.9,23.1
2017-03-16 20:32:09 UTC,989,35.9,22.8
2017-03-16 20:47:09 UTC,990,35.5,22.6
2017-03-16 21:02:09 UTC,991,36.0,22.9
2017-03-16 21:17:09 UTC,992,36.4,23.1
2017-03-16 21:32:09 UTC,993,35.9,23.1
2017-03-16 21:47:09 UTC,994,35.9,22.9
2017-03-16 22:02:09 UTC,995,36.9,22.9
2017-03-16 22:17:09 UTC,996,36.7,23.0
2017-03-16 22:32:09 UTC,997,36.0,23.0
2017-03-16 22:47:09 UTC,998,34.4,22.7
2017-03-16 23:02:09 UTC,999,35.2,22.5
2017-03-16 23:17:09 UTC,1000,35.5,22.4
2017-03-16 23:32:09 UTC,1001,35.7,22.3
2017-03-16 23:47:09 UTC,1002,35.8,22.2
2017-03-17 00:02:09 UTC,1003,36.0,22.1
2017-03-17 00:17:09 UTC,1004,36.0,22.0
2017-03-17 00:32:09 UTC,1005,36.0,21.9
2017-03-17 00:47:09 UTC,1006,36.1,21.8
2017-03-17 01:02:09 UTC,1007,36.1,21.8
2017-03-17 01:17:09 UTC,1008,36.2,21.7
2017-03-17 01:32:09 UTC,1009,36.2,21.7
2017-03-17 01:47:09 UTC,1010,36.3,21.6
2017-03-17 02:02:09 UTC,1011,36.3,21.5
2017-03-17 02:17:09 UTC,1012,36.4,21.5
2017-03-17 02:32:09 UTC,1013,36.4,21.4
2017-03-17 02:47:09 UTC,1014,36.4,21.4
2017-03-17 03:02:09 UTC,1015,36.3,21.4
2017-03-17 03:17:09 UTC,1016,36.3,21.3
2017-03-17 03:32:09 UTC,1017,36.3,21.3
2017-03-17 03:47:09 UTC,1018,36.4,21.2
2017-03-17 04:02:09 UTC,1019,36.3,21.2
2017-03-17 04:17:09 UTC,1020,36.2,21.2
2017-03-17 04:32:09 UTC,1021,36.2,21.1
2017-03-17 04:47:09 UTC,1022,36.3,21.1
2017-03-17 05:02:09 UTC,1023,36.2,21.0
2017-03-17 05:17:09 UTC,1024,34.4,21.0
2017-03-17 05:32:09 UTC,1025,32.9,20.9
2017-03-17 05:47:09 UTC,1026,31.2,21.2
2017-03-17 06:02:09 UTC,1027,30.5,21.3
2017-03-17 06:17:09 UTC,1028,29.6,21.6
2017-03-17 06:32:09 UTC,1029,30.9,21.9
2017-03-17 06:47:09 UTC,1030,33.2,22.0
2017-03-17 07:02:09 UTC,1031,32.6,21.3
2017-03-17 07:17:09 UTC,1032,36.8,21.7
2017-03-17 07:32:09 UTC,1033,39.1,22.0
