2017-03-06 13:32:09 +01:00,1.3,,,,,,,,,,,2017-03-06 13:32:09 PM20080 - measurement starts 
2017-04-07 13:32:09 +01:00,2.4,,,,,,,,,,,2017-04-07 13:32:09 PM20080 - measurement ends 
2017-04-07 16:46:29 +01:00,3.4,,,,,,,,,,,2017-04-07 14:46:29 PM20080 - K1: SN 01692299 / 906 
2017-04-25 11:41:54 +01:00,4.4,,,,,,,,,,,2017-04-25 11:41:54 griemide - Data import / backup 
2017-04-26 20:54:38 +01:00,5.4,,,,,,,,,,,2017-04-26 20:54:38 griemide - Evaluation added
2017-04-28 21:29:02 +01:00,6.4,,,,,,,,,,,2017-04-28 21:29:02 griemide - Configuration added 
